statut_compte,duree_credit_mois,historique_credit,motif_pret,montant_credit_eur,epargne,anciennete_emploi,taux_effort_pct,statut_personnel,autres_debiteurs,duree_residence_ans,patrimoine,age_annees,autres_plans_paiement,logement,nombre_credits_existants,profession,personnes_a_charge,telephone,travailleur_etranger,statut_defaut_brut,statut_defaut,probabilite_defaut_pct,decision_credit,client_id
A14,39,A32,A41,2569,A63,A73,4,A93,A101,4,A123,24,A143,A152,1,A173,1,A191,A201,1,0,59.3,❌ REFUSÉ,GER-CLI-1476
A13,24,A32,A43,5152,A61,A74,4,A93,A101,2,A123,25,A141,A152,1,A173,1,A191,A201,1,0,57.3,❌ REFUSÉ,GER-CLI-1477
A12,12,A32,A49,1037,A62,A74,3,A93,A101,4,A121,39,A143,A152,1,A172,1,A191,A201,1,0,23.8,✅ ACCORDÉ,GER-CLI-1478
A11,15,A34,A42,1478,A61,A75,4,A93,A101,4,A123,44,A143,A152,2,A173,2,A192,A201,1,0,28.7,✅ ACCORDÉ,GER-CLI-1479
A12,12,A34,A43,3573,A61,A73,1,A92,A101,1,A121,23,A143,A152,1,A172,1,A191,A201,1,0,29.6,✅ ACCORDÉ,GER-CLI-1480
A12,24,A32,A40,1201,A61,A72,4,A93,A101,1,A122,26,A143,A152,1,A173,1,A191,A201,1,0,42.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1481
A11,30,A32,A42,3622,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A173,1,A192,A201,1,0,40.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1482
A14,15,A33,A42,960,A64,A74,3,A92,A101,2,A122,30,A143,A152,2,A173,1,A191,A201,1,0,28.8,✅ ACCORDÉ,GER-CLI-1483
A14,12,A34,A40,1163,A63,A73,4,A93,A101,4,A121,44,A143,A152,1,A173,1,A192,A201,1,0,26.0,✅ ACCORDÉ,GER-CLI-1484
A12,6,A33,A40,1209,A61,A71,4,A93,A101,4,A122,47,A143,A152,1,A174,1,A192,A201,2,1,21.8,✅ ACCORDÉ,GER-CLI-1485
A14,12,A32,A43,3077,A61,A73,2,A93,A101,4,A123,52,A143,A152,1,A173,1,A192,A201,1,0,21.1,✅ ACCORDÉ,GER-CLI-1486
A14,24,A32,A40,3757,A61,A75,4,A92,A102,4,A124,62,A143,A153,1,A173,1,A192,A201,1,0,34.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1487
A14,10,A32,A40,1418,A62,A73,3,A93,A101,2,A121,35,A143,A151,1,A172,1,A191,A202,1,0,25.2,✅ ACCORDÉ,GER-CLI-1488
A14,6,A32,A40,3518,A61,A73,2,A93,A103,3,A122,26,A143,A151,1,A173,1,A191,A201,1,0,28.7,✅ ACCORDÉ,GER-CLI-1489
A14,12,A34,A43,1934,A61,A75,2,A93,A101,2,A124,26,A143,A152,2,A173,1,A191,A201,1,0,27.5,✅ ACCORDÉ,GER-CLI-1490
A12,27,A30,A49,8318,A61,A75,2,A92,A101,4,A124,42,A143,A153,2,A174,1,A192,A201,2,1,52.9,❌ REFUSÉ,GER-CLI-1491
A14,6,A34,A43,1237,A62,A73,1,A92,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,1,0,18.6,✅ ACCORDÉ,GER-CLI-1492
A12,6,A32,A43,368,A65,A75,4,A93,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,1,0,22.7,✅ ACCORDÉ,GER-CLI-1493
A11,12,A34,A40,2122,A61,A73,3,A93,A101,2,A121,39,A143,A151,2,A172,2,A191,A202,1,0,26.9,✅ ACCORDÉ,GER-CLI-1494
A11,24,A32,A42,2996,A65,A73,2,A94,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,2,1,41.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1495
A12,36,A32,A42,9034,A62,A72,4,A93,A102,1,A124,29,A143,A151,1,A174,1,A192,A201,2,1,76.0,❌ REFUSÉ,GER-CLI-1496
A14,24,A34,A42,1585,A61,A74,4,A93,A101,3,A122,40,A143,A152,2,A173,1,A191,A201,1,0,36.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1497
A12,18,A32,A43,1301,A61,A75,4,A94,A103,2,A121,32,A143,A152,1,A172,1,A191,A201,1,0,35.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1498
A13,6,A34,A40,1323,A62,A75,2,A91,A101,4,A123,28,A143,A152,2,A173,2,A192,A201,1,0,21.7,✅ ACCORDÉ,GER-CLI-1499
A11,24,A32,A40,3123,A61,A72,4,A92,A101,1,A122,27,A143,A152,1,A173,1,A191,A201,2,1,48.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1500
A11,36,A32,A41,5493,A61,A75,2,A93,A101,4,A124,42,A143,A153,1,A173,2,A191,A201,1,0,49.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1501
A13,9,A32,A43,1126,A62,A75,2,A91,A101,4,A121,49,A143,A152,1,A173,1,A191,A201,1,0,16.2,✅ ACCORDÉ,GER-CLI-1502
A12,24,A34,A43,1216,A62,A72,4,A93,A101,4,A124,38,A141,A152,2,A173,2,A191,A201,2,1,36.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1503
A11,24,A32,A40,1207,A61,A72,4,A92,A101,4,A122,24,A143,A151,1,A173,1,A191,A201,2,1,43.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1504
A14,10,A32,A40,1309,A65,A73,4,A93,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,2,1,32.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1505
A13,15,A34,A41,2360,A63,A73,2,A93,A101,2,A123,36,A143,A152,1,A173,1,A192,A201,1,0,26.6,✅ ACCORDÉ,GER-CLI-1506
A12,15,A31,A40,6850,A62,A71,1,A93,A101,2,A122,34,A143,A152,1,A174,2,A192,A201,2,1,37.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1507
A14,24,A32,A43,1413,A61,A73,4,A94,A101,2,A122,28,A143,A152,1,A173,1,A191,A201,1,0,41.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1508
A14,39,A32,A41,8588,A62,A75,4,A93,A101,2,A123,45,A143,A152,1,A174,1,A192,A201,1,0,70.2,❌ REFUSÉ,GER-CLI-1509
A11,12,A32,A40,759,A61,A74,4,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,2,1,32.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1510
A14,36,A32,A41,4686,A61,A73,2,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,1,0,51.1,❌ REFUSÉ,GER-CLI-1511
A13,15,A32,A49,2687,A61,A74,2,A93,A101,4,A122,26,A143,A151,1,A173,1,A192,A201,1,0,31.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1512
A12,12,A33,A43,585,A61,A73,4,A94,A102,4,A121,20,A143,A151,2,A173,1,A191,A201,1,0,34.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1513
A14,24,A32,A40,2255,A65,A72,4,A93,A101,1,A122,54,A143,A152,1,A173,1,A191,A201,1,0,32.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1514
A11,6,A34,A40,609,A61,A74,4,A92,A101,3,A122,37,A143,A152,2,A173,1,A191,A202,1,0,23.7,✅ ACCORDÉ,GER-CLI-1515
A11,6,A34,A40,1361,A61,A72,2,A93,A101,4,A121,40,A143,A152,1,A172,2,A191,A202,1,0,18.0,✅ ACCORDÉ,GER-CLI-1516
A14,36,A34,A42,7127,A61,A72,2,A92,A101,4,A122,23,A143,A151,2,A173,1,A192,A201,2,1,64.3,❌ REFUSÉ,GER-CLI-1517
A11,6,A32,A40,1203,A62,A75,3,A93,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,1,0,19.8,✅ ACCORDÉ,GER-CLI-1518
A14,6,A34,A43,700,A65,A75,4,A93,A101,4,A124,36,A143,A153,2,A173,1,A191,A201,1,0,24.3,✅ ACCORDÉ,GER-CLI-1519
A14,24,A34,A45,5507,A61,A75,3,A93,A101,4,A124,44,A143,A153,2,A173,1,A191,A201,1,0,44.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1520
A11,18,A32,A43,3190,A61,A73,2,A92,A101,2,A121,24,A143,A152,1,A173,1,A191,A201,2,1,36.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1521
A11,48,A30,A42,7119,A61,A73,3,A93,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,2,1,63.4,❌ REFUSÉ,GER-CLI-1522
A14,24,A32,A41,3488,A62,A74,3,A92,A101,4,A123,23,A143,A152,1,A173,1,A191,A201,1,0,47.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1523
A12,18,A32,A43,1113,A61,A73,4,A92,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,1,0,37.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1524
A12,26,A32,A41,7966,A61,A72,2,A93,A101,3,A123,30,A143,A152,2,A173,1,A191,A201,1,0,56.8,❌ REFUSÉ,GER-CLI-1525
A14,15,A34,A46,1532,A62,A73,4,A92,A101,3,A123,31,A143,A152,1,A173,1,A191,A201,1,0,34.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1526
A14,4,A34,A43,1503,A61,A74,2,A93,A101,1,A121,42,A143,A152,2,A172,2,A191,A201,1,0,16.9,✅ ACCORDÉ,GER-CLI-1527
A11,36,A32,A43,2302,A61,A73,4,A91,A101,4,A123,31,A143,A151,1,A173,1,A191,A201,2,1,52.6,❌ REFUSÉ,GER-CLI-1528
A11,6,A32,A40,662,A61,A72,3,A93,A101,4,A121,41,A143,A152,1,A172,2,A192,A201,1,0,19.1,✅ ACCORDÉ,GER-CLI-1529
A12,36,A32,A46,2273,A61,A74,3,A93,A101,1,A123,32,A143,A152,2,A173,2,A191,A201,1,0,47.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1530
A12,15,A32,A40,2631,A62,A73,2,A92,A101,4,A123,28,A143,A151,2,A173,1,A192,A201,2,1,30.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1531
A14,12,A33,A41,1503,A61,A73,4,A94,A101,4,A121,41,A143,A151,1,A173,1,A191,A201,1,0,28.2,✅ ACCORDÉ,GER-CLI-1532
A14,24,A32,A43,1311,A62,A74,4,A94,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,1,0,42.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1533
A14,24,A32,A43,3105,A65,A72,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,0,49.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1534
A13,21,A34,A46,2319,A61,A72,2,A91,A101,1,A123,33,A143,A151,1,A173,1,A191,A201,2,1,31.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1535
A11,6,A32,A40,1374,A65,A71,4,A92,A101,3,A122,75,A143,A152,1,A174,1,A192,A201,1,0,14.0,✅ ACCORDÉ,GER-CLI-1536
A12,18,A34,A42,3612,A61,A75,3,A92,A101,4,A122,37,A143,A152,1,A173,1,A192,A201,1,0,36.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1537
A11,48,A32,A40,7763,A61,A75,4,A93,A101,4,A124,42,A141,A153,1,A174,1,A191,A201,2,1,74.4,❌ REFUSÉ,GER-CLI-1538
A13,18,A32,A42,3049,A61,A72,1,A92,A101,1,A122,45,A142,A152,1,A172,1,A191,A201,1,0,23.1,✅ ACCORDÉ,GER-CLI-1539
A12,12,A32,A43,1534,A61,A72,1,A94,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,2,1,23.7,✅ ACCORDÉ,GER-CLI-1540
A14,24,A33,A40,2032,A61,A75,4,A93,A101,4,A124,60,A143,A153,2,A173,1,A192,A201,1,0,29.4,✅ ACCORDÉ,GER-CLI-1541
A11,30,A32,A42,6350,A65,A75,4,A93,A101,4,A122,31,A143,A152,1,A173,1,A191,A201,2,1,63.0,❌ REFUSÉ,GER-CLI-1542
A13,18,A32,A42,2864,A61,A73,2,A93,A101,1,A121,34,A143,A152,1,A172,2,A191,A201,2,1,30.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1543
A14,12,A34,A40,1255,A61,A75,4,A93,A101,4,A121,61,A143,A152,2,A172,1,A191,A201,1,0,20.2,✅ ACCORDÉ,GER-CLI-1544
A11,24,A33,A40,1333,A61,A71,4,A93,A101,2,A121,43,A143,A153,2,A173,2,A191,A201,2,1,34.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1545
A14,24,A34,A40,2022,A61,A73,4,A92,A101,4,A123,37,A143,A152,1,A173,1,A192,A201,1,0,39.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1546
A14,24,A32,A43,1552,A61,A74,3,A93,A101,1,A123,32,A141,A152,1,A173,2,A191,A201,1,0,35.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1547
A11,12,A31,A43,626,A61,A73,4,A92,A101,4,A121,24,A141,A152,1,A172,1,A191,A201,2,1,32.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1548
A14,48,A34,A41,8858,A65,A74,2,A93,A101,1,A124,35,A143,A153,2,A173,1,A192,A201,1,0,72.5,❌ REFUSÉ,GER-CLI-1549
A14,12,A34,A45,996,A65,A74,4,A92,A101,4,A121,23,A143,A152,2,A173,1,A191,A201,1,0,34.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1550
A14,6,A31,A43,1750,A63,A75,2,A93,A101,4,A122,45,A141,A152,1,A172,2,A191,A201,1,0,17.4,✅ ACCORDÉ,GER-CLI-1551
A11,48,A32,A43,6999,A61,A74,1,A94,A103,1,A121,34,A143,A152,2,A173,1,A192,A201,2,1,62.5,❌ REFUSÉ,GER-CLI-1552
A12,12,A34,A40,1995,A62,A72,4,A93,A101,1,A123,27,A143,A152,1,A173,1,A191,A201,1,0,35.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1553
A12,9,A32,A46,1199,A61,A74,4,A92,A101,4,A122,67,A143,A152,2,A174,1,A192,A201,1,0,16.9,✅ ACCORDÉ,GER-CLI-1554
A12,12,A32,A43,1331,A61,A72,2,A93,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,2,1,27.3,✅ ACCORDÉ,GER-CLI-1555
A12,18,A30,A40,2278,A62,A72,3,A92,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,2,1,35.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1556
A14,21,A30,A40,5003,A65,A73,1,A92,A101,4,A122,29,A141,A152,2,A173,1,A192,A201,2,1,37.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1557
A11,24,A31,A42,3552,A61,A74,3,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,2,1,45.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1558
A12,18,A34,A42,1928,A61,A72,2,A93,A101,2,A121,31,A143,A152,2,A172,1,A191,A201,2,1,29.1,✅ ACCORDÉ,GER-CLI-1559
A11,24,A32,A41,2964,A65,A75,4,A93,A101,4,A124,49,A141,A153,1,A173,2,A192,A201,1,0,37.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1560
A11,24,A31,A43,1546,A61,A74,4,A93,A103,4,A123,24,A141,A151,1,A172,1,A191,A201,2,1,44.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1561
A13,6,A33,A43,683,A61,A72,2,A92,A101,1,A122,29,A141,A152,1,A173,1,A191,A201,1,0,19.8,✅ ACCORDÉ,GER-CLI-1562
A12,36,A32,A40,12389,A65,A73,1,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,2,1,71.1,❌ REFUSÉ,GER-CLI-1563
A12,24,A33,A49,4712,A65,A73,4,A93,A101,2,A122,37,A141,A152,2,A174,1,A192,A201,1,0,49.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1564
A12,24,A33,A43,1553,A62,A74,3,A92,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,1,0,40.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1565
A11,12,A32,A40,1372,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,2,1,22.2,✅ ACCORDÉ,GER-CLI-1566
A14,24,A34,A43,2578,A64,A75,2,A93,A101,2,A123,34,A143,A152,1,A173,1,A191,A201,1,0,33.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1567
A12,48,A32,A43,3979,A65,A74,4,A93,A101,1,A123,41,A143,A152,2,A173,2,A192,A201,1,0,62.6,❌ REFUSÉ,GER-CLI-1568
A11,48,A32,A43,6758,A61,A73,3,A92,A101,2,A123,31,A143,A152,1,A173,1,A192,A201,2,1,71.8,❌ REFUSÉ,GER-CLI-1569
A11,24,A32,A42,3234,A61,A72,4,A92,A101,4,A121,23,A143,A151,1,A172,1,A192,A201,2,1,51.1,❌ REFUSÉ,GER-CLI-1570
A14,30,A34,A43,5954,A61,A74,3,A93,A102,2,A123,38,A143,A152,1,A173,1,A191,A201,1,0,53.3,❌ REFUSÉ,GER-CLI-1571
A14,24,A32,A41,5433,A65,A71,2,A92,A101,4,A122,26,A143,A151,1,A174,1,A192,A201,1,0,47.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1572
A11,15,A32,A49,806,A61,A73,4,A92,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,1,0,36.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1573
A12,9,A32,A43,1082,A61,A75,4,A93,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,1,0,30.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1574
A14,15,A34,A42,2788,A61,A74,2,A92,A102,3,A123,24,A141,A152,2,A173,1,A191,A201,1,0,32.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1575
A12,12,A32,A43,2930,A61,A74,2,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,0,30.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1576
A14,24,A34,A46,1927,A65,A73,3,A92,A101,2,A123,33,A143,A152,2,A173,1,A192,A201,1,0,36.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1577
A12,36,A34,A40,2820,A61,A72,4,A91,A101,4,A123,27,A143,A152,2,A173,1,A191,A201,2,1,56.5,❌ REFUSÉ,GER-CLI-1578
A14,24,A32,A48,937,A61,A72,4,A94,A101,3,A123,27,A143,A152,2,A172,1,A191,A201,1,0,40.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1579
A12,18,A34,A40,1056,A61,A75,3,A93,A103,3,A121,30,A141,A152,2,A173,1,A191,A201,2,1,31.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1580
A12,12,A34,A40,3124,A61,A72,1,A93,A101,3,A121,49,A141,A152,2,A172,2,A191,A201,1,0,19.0,✅ ACCORDÉ,GER-CLI-1581
A14,9,A32,A42,1388,A61,A73,4,A92,A101,2,A121,26,A143,A151,1,A173,1,A191,A201,1,0,32.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1582
A12,36,A32,A45,2384,A61,A72,4,A93,A101,1,A124,33,A143,A151,1,A172,1,A191,A201,2,1,51.9,❌ REFUSÉ,GER-CLI-1583
A14,12,A32,A40,2133,A65,A75,4,A92,A101,4,A124,52,A143,A153,1,A174,1,A192,A201,1,0,25.7,✅ ACCORDÉ,GER-CLI-1584
A11,18,A32,A42,2039,A61,A73,1,A92,A101,4,A121,20,A141,A151,1,A173,1,A191,A201,2,1,29.9,✅ ACCORDÉ,GER-CLI-1585
A11,9,A34,A40,2799,A61,A73,2,A93,A101,2,A121,36,A143,A151,2,A173,2,A191,A201,1,0,24.4,✅ ACCORDÉ,GER-CLI-1586
A11,12,A32,A42,1289,A61,A73,4,A93,A103,1,A122,21,A143,A152,1,A172,1,A191,A201,1,0,36.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1587
A11,18,A32,A44,1217,A61,A73,4,A94,A101,3,A121,47,A143,A152,1,A172,1,A192,A201,2,1,28.5,✅ ACCORDÉ,GER-CLI-1588
A11,12,A34,A42,2246,A61,A75,3,A93,A101,3,A122,60,A143,A152,2,A173,1,A191,A201,2,1,19.7,✅ ACCORDÉ,GER-CLI-1589
A11,12,A34,A43,385,A61,A74,4,A92,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,1,0,19.1,✅ ACCORDÉ,GER-CLI-1590
A12,24,A33,A40,1965,A65,A73,4,A92,A101,4,A123,42,A143,A151,2,A173,1,A192,A201,1,0,37.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1591
A14,21,A32,A49,1572,A64,A75,4,A92,A101,4,A121,36,A141,A152,1,A172,1,A191,A201,1,0,36.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1592
A12,24,A32,A40,2718,A61,A73,3,A92,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,2,1,45.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1593
A11,24,A31,A410,1358,A65,A75,4,A93,A101,3,A123,40,A142,A152,1,A174,1,A192,A201,2,1,36.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1594
A12,6,A31,A40,931,A62,A72,1,A92,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,2,1,16.5,✅ ACCORDÉ,GER-CLI-1595
A11,24,A32,A40,1442,A61,A74,4,A92,A101,4,A123,23,A143,A151,2,A173,1,A191,A201,2,1,44.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1596
A12,24,A30,A49,4241,A61,A73,1,A93,A101,4,A121,36,A143,A152,3,A172,1,A192,A201,2,1,34.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1597
A14,18,A34,A40,2775,A61,A74,2,A93,A101,2,A122,31,A141,A152,2,A173,1,A191,A201,2,1,31.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1598
A14,24,A33,A49,3863,A61,A73,1,A93,A101,2,A124,32,A143,A153,1,A173,1,A191,A201,1,0,34.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1599
A12,7,A32,A43,2329,A61,A72,1,A92,A103,1,A121,45,A143,A152,1,A173,1,A191,A201,1,0,16.2,✅ ACCORDÉ,GER-CLI-1600
A12,9,A32,A42,918,A61,A73,4,A92,A101,1,A122,30,A143,A152,1,A173,1,A191,A201,2,1,29.1,✅ ACCORDÉ,GER-CLI-1601
A12,24,A31,A46,1837,A61,A74,4,A92,A101,4,A124,34,A141,A153,1,A172,1,A191,A201,2,1,40.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1602
A14,36,A32,A42,3349,A61,A73,4,A92,A101,2,A123,28,A143,A152,1,A174,1,A192,A201,2,1,58.0,❌ REFUSÉ,GER-CLI-1603
A13,10,A32,A42,1275,A61,A72,4,A92,A101,2,A122,23,A143,A152,1,A173,1,A191,A201,1,0,33.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1604
A11,24,A31,A42,2828,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1,0,50.1,❌ REFUSÉ,GER-CLI-1605
A14,24,A34,A49,4526,A61,A73,3,A93,A101,2,A121,74,A143,A152,1,A174,1,A192,A201,1,0,27.3,✅ ACCORDÉ,GER-CLI-1606
A12,36,A32,A43,2671,A62,A73,4,A92,A102,4,A124,50,A143,A153,1,A173,1,A191,A201,2,1,44.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1607
A14,18,A32,A43,2051,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,1,0,37.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1608
A14,15,A32,A41,1300,A65,A75,4,A93,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,1,0,27.8,✅ ACCORDÉ,GER-CLI-1609
A11,12,A32,A44,741,A62,A71,4,A92,A101,3,A122,22,A143,A152,1,A173,1,A191,A201,2,1,33.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1610
A13,10,A32,A40,1240,A62,A75,1,A92,A101,4,A124,48,A143,A153,1,A172,2,A191,A201,2,1,14.5,✅ ACCORDÉ,GER-CLI-1611
A11,21,A32,A43,3357,A64,A72,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,1,0,46.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1612
A11,24,A31,A41,3632,A61,A73,1,A92,A103,4,A123,22,A141,A151,1,A173,1,A191,A202,1,0,38.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1613
A14,18,A33,A42,1808,A61,A74,4,A92,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,2,1,41.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1614
A12,48,A30,A49,12204,A65,A73,2,A93,A101,2,A123,48,A141,A152,1,A174,1,A192,A201,1,0,77.0,❌ REFUSÉ,GER-CLI-1615
A12,60,A33,A43,9157,A65,A73,2,A93,A101,2,A124,27,A143,A153,1,A174,1,A191,A201,1,0,82.3,❌ REFUSÉ,GER-CLI-1616
A11,6,A34,A40,3676,A61,A73,1,A93,A101,3,A121,37,A143,A151,3,A173,2,A191,A201,1,0,21.3,✅ ACCORDÉ,GER-CLI-1617
A12,30,A32,A42,3441,A62,A73,2,A92,A102,4,A123,21,A143,A151,1,A173,1,A191,A201,2,1,47.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1618
A14,12,A32,A40,640,A61,A73,4,A91,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,1,0,22.7,✅ ACCORDÉ,GER-CLI-1619
A12,21,A34,A49,3652,A61,A74,2,A93,A101,3,A122,27,A143,A152,2,A173,1,A191,A201,1,0,38.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1620
A14,18,A34,A40,1530,A61,A73,3,A93,A101,2,A122,32,A141,A152,2,A173,1,A191,A201,2,1,31.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1621
A14,48,A32,A49,3914,A65,A73,4,A91,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,2,1,63.8,❌ REFUSÉ,GER-CLI-1622
A11,12,A32,A42,1858,A61,A72,4,A92,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,1,0,37.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1623
A11,18,A32,A43,2600,A61,A73,4,A93,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,2,1,25.5,✅ ACCORDÉ,GER-CLI-1624
A14,15,A32,A43,1979,A65,A75,4,A93,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,1,0,34.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1625
A13,6,A32,A42,2116,A61,A73,2,A93,A101,2,A121,41,A143,A152,1,A173,1,A192,A201,1,0,19.4,✅ ACCORDÉ,GER-CLI-1626
A12,9,A31,A40,1437,A62,A74,2,A93,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,2,1,23.2,✅ ACCORDÉ,GER-CLI-1627
A14,42,A34,A42,4042,A63,A73,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,1,0,61.0,❌ REFUSÉ,GER-CLI-1628
A14,9,A32,A46,3832,A65,A75,1,A93,A101,4,A121,64,A143,A152,1,A172,1,A191,A201,1,0,15.0,✅ ACCORDÉ,GER-CLI-1629
A11,24,A32,A43,3660,A61,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,1,0,40.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1630
A11,18,A31,A42,1553,A61,A73,4,A93,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,2,1,30.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1631
A12,15,A32,A43,1444,A65,A72,4,A93,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,1,0,37.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1632
A14,9,A32,A42,1980,A61,A72,2,A92,A102,2,A123,19,A143,A151,2,A173,1,A191,A201,2,1,28.6,✅ ACCORDÉ,GER-CLI-1633
